,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT
129,00700.HK,00700,腾讯控股,10009066,2024-03-31 00:00:00,003,12-31,2024-01-01 00:00:00,004030997,其他全面收益其他项目,10268000000.0
130,00700.HK,00700,腾讯控股,10009066,2024-03-31 00:00:00,003,12-31,2024-01-01 00:00:00,004030999,其他全面收益,10268000000.0
131,00700.HK,00700,腾讯控股,10009066,2024-03-31 00:00:00,003,12-31,2024-01-01 00:00:00,004039999,全面收益总额,52919000000.0
132,00700.HK,00700,腾讯控股,10009066,2024-03-31 00:00:00,003,12-31,2024-01-01 00:00:00,004040001,非控股权益应占全面收益总额,1246000000.0
133,00700.HK,00700,腾讯控股,10009066,2024-03-31 00:00:00,003,12-31,2024-01-01 00:00:00,004040002,本公司拥有人应占全面收益总额,51673000000.0
134,00700.HK,00700,腾讯控股,10009066,2024-03-31 00:00:00,003,12-31,2024-01-01 00:00:00,004099999,非运算项目,-75631000000.0
135,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004001001,营业额,603620000000.0
136,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004001002,其他营业收入,5395000000.0
137,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004001999,营运收入,609015000000.0
138,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004005001,营运支出,315906000000.0
139,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004007999,毛利,293109000000.0
140,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004010002,其他收益,4701000000.0
141,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004010003,销售及分销费用,34211000000.0
142,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004010004,行政开支,103525000000.0
